% Model:              gan_lamb_eigen.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 20 2024, 11:04
% Table:              Eigenfrequencies (Study 1) 1 - 
% pitch (m)                                       Eigenfrequency (Hz)                               Angular frequency (rad/s)                         Damping ratio (1)                                 Quality factor (1)
2.5999999999999997E-6                             3.7517277190109873E9+9379260.67751687i            2.357280048062822E10+5.893163288118125E7i         0.0024999765628790143                             200.0018749872566
2.5999999999999997E-6                             3.755982536986059E9+9389897.655973662i            2.3599534290413914E10+5.899846698793375E7i        0.002499976562878963                              200.00187498726066
2.5999999999999997E-6                             3.7721309271756067E9+9430268.379132185i           2.370099761838748E10+5.92521237225236E7i          0.0024999765628789866                             200.0018749872588
2.5999999999999997E-6                             3.7786339344463196E9+9446525.795700226i           2.3741857218123306E10+5.935427208343661E7i        0.0024999765628788474                             200.00187498726993
2.5999999999999997E-6                             3.822376108696384E9+9555880.547862353i            2.40166974046754E10+6.004136825549195E7i          0.002499976562878815                              200.00187498727252
2.5999999999999997E-6                             3.8238015811908193E9+9559444.206825344i           2.4025653912508224E10+6.0063759385128014E7i       0.0024999765628787186                             200.00187498728022
2.5999999999999997E-6                             3.9356839947745337E9+9839148.49264467i            2.472863184966921E10+6.182119324414316E7i         0.0024999765628789384                             200.00187498726265
2.5999999999999997E-6                             4.360668007822341E9+1.090160188497199E7i          2.739888515623741E10+6.849678478837729E7i         0.0024999765628788877                             200.00187498726672
2.5999999999999997E-6                             4.363279373617776E9+1.0908130258657936E7i         2.741529285143496E10+6.85378037700006E7i          0.002499976562878759                              200.001874987277
2.5999999999999997E-6                             4.4024410530719595E9+1.100603384539944E7i         2.766135294038596E10+6.9152950147735E7i           0.0024999765628786735                             200.00187498728386
2.5999999999999997E-6                             4.568465744658273E9+1.1421092980262594E7i         2.8704516843190105E10+7.176084360551785E7i        0.0024999765628788283                             200.00187498727144
2.5999999999999997E-6                             4.582009073724857E9+1.1454951091316694E7i         2.8789612089391567E10+7.197358039142182E7i        0.00249997656287872                               200.0018749872801
2.5999999999999997E-6                             4.59142496683479E9+1.1478490676969407E7i          2.8848773890633873E10+7.212148397013204E7i        0.002499976562878583                              200.0018749872911
2.5999999999999997E-6                             4.59216632847138E9+1.1480344069477847E7i          2.88534320031762E10+7.21331291787095E7i           0.0024999765628787125                             200.00187498728073
2.5999999999999997E-6                             4.669868857218703E9+1.1674599177259978E7i         2.934165139013208E10+7.335367001777078E7i         0.0024999765628788487                             200.00187498726982
2.5999999999999997E-6                             4.6996675273756075E9+1.1749095387052856E7i        2.9528881956635433E10+7.382174350858197E7i        0.002499976562878637                              200.00187498728675
2.5999999999999997E-6                             4.841414281984788E9+1.210346005881036E7i          3.0419503082536224E10+7.604828240755223E7i        0.0024999765628786123                             200.00187498728874
2.5999999999999997E-6                             4.866297167545135E9+1.2165666883920953E7i         3.0575846863489227E10+7.64391394170934E7i         0.0024999765628786006                             200.00187498728965
2.5999999999999997E-6                             4.995204699994111E9+1.2487933700888492E7i         3.138579677735741E10+7.846400154645537E7i         0.0024999765628786193                             200.00187498728818
2.5999999999999997E-6                             5.005412437101649E9+1.2513452884162663E7i         3.1449933881171047E10+7.862434330385485E7i        0.0024999765628784636                             200.00187498730065
2.5999999999999997E-6                             5.406434180790447E9+1.3516000977499947E7i         3.396962780897604E10+8.492353875365259E7i         0.0024999765628787767                             200.0018749872756
2.5999999999999997E-6                             5.41140640846496E9+1.352843146899603E7i           3.400086923684449E10+8.50016418351818E7i          0.002499976562878755                              200.00187498727732
2.5999999999999997E-6                             5.457540573049817E9+1.3643766159620032E7i         3.429073874192307E10+8.572631106871863E7i         0.0024999765628786006                             200.00187498728968
2.5999999999999997E-6                             5.46067095744501E9+1.3651592071695494E7i          3.431040752716077E10+8.577548272448646E7i         0.0024999765628784397                             200.00187498730256
2.5999999999999997E-6                             5.604319792030564E9+1.4010711913673982E7i         3.5212979774022194E10+8.803189923912235E7i        0.002499976562878365                              200.0018749873085
2.5999999999999997E-6                             5.610667631695912E9+1.402658141365383E7i          3.525286442693984E10+8.813161024822801E7i         0.002499976562878407                              200.00187498730514
2.5999999999999997E-6                             5.690591580381207E9+1.4226390036571516E7i         3.575504140701106E10+8.93870448519922E7i          0.0024999765628785013                             200.0018749872976
2.625E-6                                          9.788326984920037-3901.989282540463i              61.501872293519035-24516.921728830454i            -0.9999968536085894                               -0.5000015732006552
2.625E-6                                          17.175819292186013-6871.229417508916i             107.91885541543483-43173.20771835217i             -0.9999968758347645                               -0.5000015620874979
2.625E-6                                          4.0137182674372715E8+1003423.2955034159i          2.521893564512017E9+6304694.507188783i            0.002499976562879655                              200.00187498720535
2.625E-6                                          4.041350633114292E8+1010331.3437468326i           2.539255491914464E9+6348099.054413106i            0.0024999765628776495                             200.00187498736577
2.625E-6                                          1.1814898056886995E9+2953706.05367459i            7.423519387685701E9+1.855868247817558E7i          0.002499976562878664                              200.0018749872846
2.625E-6                                          1.1841604290634139E9+2960382.5703834808i          7.440299409234716E9+1.8600632269864023E7i         0.0024999765628787255                             200.00187498727968
2.625E-6                                          1.3824822206621046E9+3456183.9506410263i          8.686391976301142E9+2.171584421757759E7i          0.002499976562878737                              200.00187498727877
2.625E-6                                          1.3974769888428829E9+3493670.636802736i           8.780606883419172E9+2.19513800132837E7i           0.0024999765628787966                             200.001874987274
2.625E-6                                          2.0265569069217343E9+5066360.6027486175i          1.273323258173395E10+3.1832882500063624E7i        0.002499976562878483                              200.00187498729906
2.625E-6                                          2.030691899241025E9+5076698.0189358285i           1.2759213504719816E10+3.189783440156531E7i        0.0024999765628772185                             200.00187498740027
2.625E-6                                          2.2008771785980864E9+5502158.55821905i            1.3828519151474358E10+3.457108181077435E7i        0.0024999765628783647                             200.00187498730855
2.625E-6                                          2.6341303510428357E9+6585284.719834455i           1.655072911886815E10+4.137656419525809E7i         0.0024999765628782706                             200.00187498731606
2.625E-6                                          2.6352413865948577E9+6588062.291354387i           1.655770996112437E10+4.139401619182176E7i         0.0024999765628781153                             200.0018749873285
2.625E-6                                          2.637892037720198E9+6594688.877752394i            1.6574364493329569E10+4.143565226211448E7i        0.0024999765628783283                             200.00187498731145
2.625E-6                                          2.679200468937012E9+6697959.310358148i            1.6833913021413692E10+4.208451952692903E7i        0.0024999765628782884                             200.00187498731466
2.625E-6                                          2.8728911348365493E9+7182182.948728422i           1.8050907367531494E10+4.5126986376926176E7i       0.0024999765628783855                             200.00187498730688
2.625E-6                                          2.8793358248998528E9+7198294.573190002i           1.8091400549446568E10+4.522821869901797E7i        0.0024999765628785056                             200.0018749872973
2.625E-6                                          3.321122135594248E9+8302753.447101056i            2.086722580571467E10+5.2167738467960015E7i        0.002499976562878459                              200.00187498730102
2.625E-6                                          3.3293615008410554E9+8323351.731479182i           2.0918995264373894E10+5.229716130571777E7i        0.002499976562878332                              200.00187498731114
2.625E-6                                          3.572287290683053E9+8930662.41041546i             2.244534301784413E10+5.611300684050344E7i         0.0024999765628781426                             200.00187498732632
2.625E-6                                          3.5752514329148283E9+8938072.719681231i           2.246396727276321E10+5.6159567186803795E7i        0.0024999765628782766                             200.0018749873156
2.625E-6                                          3.711062208302281E9+9277597.53613454i             2.331729154123432E10+5.829286452496607E7i         0.0024999765628786904                             200.0018749872825
2.625E-6                                          3.715748975720112E9+9289314.381447783i            2.3346739369412205E10+5.836648363528474E7i        0.0024999765628782836                             200.00187498731503
2.625E-6                                          3.726068835768027E9+9315113.870320026i            2.3411580962437412E10+5.852858660469956E7i        0.002499976562877815                              200.00187498735252
2.625E-6                                          3.733723227086E9+9334249.729018992i               2.3459674921501904E10+5.864882075091717E7i        0.00249997656287846                               200.0018749873009
2.625E-6                                          3.7600080041771946E9+9399961.261052523i           2.362482704672379E10+5.906169848350251E7i         0.0024999765628784735                             200.00187498729983
2.625E-6                                          3.7673773052974586E9+9418384.398708342i           2.3671129731246815E10+5.91774544713337E7i         0.0024999765628782216                             200.00187498732
2.625E-6                                          3.8066692344098296E9+9516613.607559921i           2.3918008202936405E10+5.9794646793125816E7i       0.0024999765628780576                             200.00187498733308
2.625E-6                                          3.809198608152274E9+9522937.002396002i            2.39339007268713E10+5.983437785465138E7i          0.002499976562878305                              200.00187498731333
2.625E-6                                          3.935328513961945E9+9838259.796163801i            2.4726398297850567E10+6.181560939947203E7i        0.0024999765628779948                             200.00187498733814
2.625E-6                                          4.3323035365384445E9+1.0830691149950061E7i        2.7220665927020515E10+6.80512394999662E7i         0.0024999765628785416                             200.0018749872944
2.625E-6                                          4.334733460508315E9+1.0836765921906367E7i         2.7235933589605568E10+6.808940841786653E7i        0.0024999765628782463                             200.00187498731805
2.625E-6                                          4.401931933589964E9+1.100476105464802E7i          2.7658154048337086E10+6.914495296758656E7i        0.002499976562878373                              200.00187498730787
2.625E-6                                          4.535265472182468E9+1.133809281781855E7i          2.8495913378975773E10+7.123933820435591E7i        0.002499976562878323                              200.00187498731188
2.625E-6                                          4.539936679482622E9+1.1349770763082596E7i         2.8525263440050888E10+7.1312712898457E7i          0.002499976562878403                              200.00187498730548
2.625E-6                                          4.544787837594409E9+1.1361898582564523E7i         2.8555744165421673E10+7.138891423563398E7i        0.002499976562878592                              200.00187498729036
2.625E-6                                          4.564379815622092E9+1.1410878221511684E7i         2.8678844193903797E10+7.169666238341774E7i        0.0024999765628783244                             200.00187498731177
2.625E-6                                          4.636915370729844E9+1.1592215975927113E7i         2.913459852800494E10+7.28360410975977E7i          0.002499976562878311                              200.00187498731285
2.625E-6                                          4.665765601347218E9+1.1664341101691458E7i         2.9315869873128765E10+7.328921662807871E7i        0.0024999765628783395                             200.00187498731057
2.625E-6                                          4.833586215311474E9+1.2083890014437957E7i         3.0370317889030838E10+7.59253201922907E7i         0.002499976562878378                              200.00187498730747
2.625E-6                                          4.859456057946685E9+1.2148564216813697E7i         3.053286290417544E10+7.63316801904115E7i          0.002499976562878162                              200.00187498732475
2.625E-6                                          4.957283693813794E9+1.2393131777944384E7i         3.114753206849178E10+7.786834349712057E7i         0.002499976562878292                              200.00187498731438
2.625E-6                                          4.967234174838065E9+1.2418007825030608E7i         3.1210052784662846E10+7.802464431067345E7i        0.002499976562878266                              200.00187498731646
2.625E-6                                          5.352114266946447E9+1.3380202041624736E7i         3.362832572442416E10+8.407028887503085E7i         0.0024999765628781717                             200.001874987324
2.625E-6                                          5.357020501414616E9+1.3392467551134095E7i         3.3659152504748135E10+8.414735534416512E7i        0.0024999765628777783                             200.00187498735545
2.625E-6                                          5.428616301925443E9+1.3571455933740659E7i         3.410900218657352E10+8.527197251991452E7i         0.002499976562877768                              200.0018749873563
2.625E-6                                          5.4312525025624695E9+1.357804639414462E7i         3.4125565923682865E10+8.531338160389224E7i        0.002499976562878047                              200.00187498733396
2.625E-6                                          5.587915703908905E9+1.3969701949682027E7i         3.510990984855851E10+8.777422603592013E7i         0.002499976562878637                              200.00187498728675
2.625E-6                                          5.594354452146177E9+1.3985798719674123E7i         3.515036569687956E10+8.787536502462752E7i         0.0024999765628791913                             200.00187498724242
2.625E-6                                          5.643311858233347E9+1.410819146993889E7i          3.545797415148409E10+8.86443813547964E7i          0.0024999765628786084                             200.00187498728906
2.6499999999999996E-6                             12.502965824057982-4766.340499924913i             78.55845116188962-29947.800598143218i             -0.9999965594828875                               -0.5000017202644749
2.6499999999999996E-6                             15.81419261287421-6132.268806566132i              99.36350267011919-38530.18126509202i              -0.9999966747866248                               -0.5000016626122161
2.6499999999999996E-6                             3.9496903194674194E8+987416.408547433i            2.4816636183187137E9+6204120.270253266i           0.0024999765628646404                             200.00187498840648
2.6499999999999996E-6                             3.976873786823392E8+994212.2329095692i            2.498743494587638E9+6246819.694035614i            0.0024999765628566377                             200.00187498904674
2.6499999999999996E-6                             1.165818153528481E9+2914527.16813878i             7.325051493093387E9+1.831251428022531E7i          0.002499976562877151                              200.00187498740564
2.6499999999999996E-6                             1.168435530888212E9+2921070.57064125i             7.341496960063393E9+1.835362769068779E7i          0.0024999765628764283                             200.00187498746345
2.6499999999999996E-6                             1.3696951330171554E9+3424216.431321137i           8.60604833508878E9+2.1514986369879887E7i          0.002499976562876357                              200.00187498746914
2.6499999999999996E-6                             1.3846125687646463E9+3461509.787609043i           8.69977734819821E9+2.174930743816347E7i           0.0024999765628772454                             200.00187498739808
2.6499999999999996E-6                             2.002530754931316E9+5006295.598172683i            1.2582271816559689E10+3.145548294583644E7i        0.002499976562876576                              200.00187498745163
2.6499999999999996E-6                             2.0066251354603448E9+5016531.485523941i           1.2607997568141685E10+3.1519796922847807E7i       0.002499976562877867                              200.00187498734837
2.6499999999999996E-6                             2.2008458029925523E9+5502080.119692822i           1.3828322012730663E10+3.457058896697884E7i        0.002499976562877169                              200.0018749874042
2.6499999999999996E-6                             2.6145044638660717E9+6536220.3085424835i          1.6427416032918743E10+4.1068283407122955E7i       0.0024999765628779956                             200.00187498733808
2.6499999999999996E-6                             2.615634691805339E9+6539045.860731319i            1.6434517464500511E10+4.108603687512051E7i        0.002499976562878095                              200.00187498733015
2.6499999999999996E-6                             2.630521554515124E9+6576262.784900383i            1.6528054381548632E10+4.1319877706237994E7i       0.0024999765628776873                             200.00187498736273
2.6499999999999996E-6                             2.6717689776220565E9+6679380.698185456i           1.678721958437313E10+4.196778666389778E7i         0.0024999765628779497                             200.00187498734175
2.6499999999999996E-6                             2.841182396639999E9+7102911.5986795025i           1.7851675489585724E10+4.462890979501852E7i        0.0024999765628782498                             200.00187498731773
2.6499999999999996E-6                             2.8475127465372076E9+7118737.374511502i           1.789145025104917E10+4.472834607720085E7i         0.0024999765628780602                             200.0018749873329
2.6499999999999996E-6                             3.3078711785807347E9+8269626.261609526i           2.0783967587301292E10+5.195959422281142E7i        0.002499976562878047                              200.00187498733396
2.6499999999999996E-6                             3.3162256954687967E9+8290512.42329047i            2.0836460565060947E10+5.2090825847008504E7i       0.00249997656287759                               200.00187498737048
2.6499999999999996E-6                             3.5538269398989215E9+8884511.82189463i            2.2329353213031895E10+5.5823034140791684E7i       0.0024999765628781765                             200.0018749873236
2.6499999999999996E-6                             3.5566807690971165E9+8891646.35030023i            2.2347284350719193E10+5.5867861704843394E7i       0.0024999765628783556                             200.0018749873093
2.6499999999999996E-6                             3.6721776570844913E9+9180386.765654337i           2.307297270034643E10+5.768207124018525E7i         0.002499976562878898                              200.00187498726586
2.6499999999999996E-6                             3.676754287071255E9+9191828.269107722i            2.3101728514635666E10+5.775396032657561E7i        0.0024999765628776534                             200.00187498736545
2.6499999999999996E-6                             3.7271889859022074E9+9317914.228154063i           2.341861907330233E10+5.854618177189723E7i         0.002499976562878007                              200.00187498733717
2.6499999999999996E-6                             3.7352661513952327E9+9338107.015681699i           2.3469369400851765E10+5.867305679780187E7i        0.002499976562877795                              200.00187498735414
2.6499999999999996E-6                             3.747110184311544E9+9367716.912912467i            2.3543787654449284E10+5.885910126902933E7i        0.0024999765628779813                             200.00187498733922
2.6499999999999996E-6                             3.7550505862450953E9+9387567.793678032i           2.3593678671211273E10+5.89838280313901E7i         0.0024999765628776938                             200.0018749873622
2.6499999999999996E-6                             3.7930288996107144E9+9482512.983690433i           2.3832303451741596E10+5.9580386254263386E7i       0.00249997656287825                               200.0018749873177
2.6499999999999996E-6                             3.7963199177677484E9+9490740.4776601i             2.385298152867153E10+5.9632081123488516E7i        0.0024999765628778807                             200.00187498734726
2.6499999999999996E-6                             3.935026575132017E9+9837504.95380754i             2.4724501160230698E10+6.181086658506993E7i        0.002499976562878204                              200.0018749873214
2.6499999999999996E-6                             4.304655075002899E9+1.0761570428107888E7i         2.7046945519734257E10+6.761694119606581E7i        0.002499976562877353                              200.0018749873895
2.6499999999999996E-6                             4.306909103348081E9+1.076720546375642E7i          2.7061107997514668E10+6.76523471692581E7i         0.002499976562878359                              200.00187498730898
2.6499999999999996E-6                             4.401104395368313E9+1.1002692222023215E7i         2.765295447234168E10+6.913195410883538E7i         0.002499976562878191                              200.00187498732242
2.6499999999999996E-6                             4.489702104292493E9+1.1224185110013308E7i         2.820963029530386E10+7.052363496829951E7i         0.002499976562878539                              200.0018749872946
2.6499999999999996E-6                             4.498272614608312E9+1.1245611251888575E7i         2.8263480399795246E10+7.065825938811973E7i        0.0024999765628781535                             200.00187498732544
2.6499999999999996E-6                             4.511775192907728E9+1.127936748666019E7i          2.834831960137518E10+7.087035606646244E7i         0.0024999765628777606                             200.00187498735687
2.6499999999999996E-6                             4.537706648942368E9+1.134419572157409E7i          2.85112517449258E10+7.127768387956385E7i          0.0024999765628780373                             200.00187498733473
2.6499999999999996E-6                             4.604860071981965E9+1.1512078229914548E7i         2.8933189145895016E10+7.233252078930107E7i        0.0024999765628781695                             200.00187498732416
2.6499999999999996E-6                             4.632534766416553E9+1.1581264533589184E7i         2.91070743793471E10+7.27672311560076E7i           0.002499976562878141                              200.00187498732643
2.6499999999999996E-6                             4.826211343575996E9+1.2065452950334387E7i         3.032398020330015E10+7.58094767020076E7i          0.002499976562879247                              200.00187498723798
2.6499999999999996E-6                             4.8528591803819895E9+1.213207212597649E7i         3.0491413499987686E10+7.622805732757849E7i        0.0024999765628780815                             200.0018749873312
2.6499999999999996E-6                             4.920261364687338E9+1.230057653359571E7i          3.091491391408686E10+7.728680174572657E7i         0.0024999765628784545                             200.00187498730136
2.6499999999999996E-6                             4.929949004114377E9+1.232479548079561E7i          3.0975783147796085E10+7.743897387892835E7i        0.0024999765628784094                             200.00187498730497
2.6499999999999996E-6                             5.29876856500443E9+1.324683862029057E7i           3.3293144793780895E10+8.323234178558882E7i        0.0024999765628790573                             200.00187498725313
2.6499999999999996E-6                             5.303615652627702E9+1.3258956263609748E7i         3.3323599943518047E10+8.330847918404952E7i        0.0024999765628782636                             200.00187498731663
2.6499999999999996E-6                             5.399860936227999E9+1.349956796879587E7i          3.3928326895320766E10+8.482028711481038E7i        0.002499976562878106                              200.00187498732922
2.6499999999999996E-6                             5.402058327632967E9+1.3505061412977317E7i         3.3942133512710587E10+8.485480344257706E7i        0.0024999765628786323                             200.00187498728712
2.6499999999999996E-6                             5.571790288765702E9+1.3929388663778014E7i         3.500859087705856E10+8.752093019024391E7i         0.002499976562878195                              200.0018749873221
2.6499999999999996E-6                             5.578446381370943E9+1.3946028791292768E7i         3.505041234031904E10+8.76254831949542E7i          0.0024999765628785178                             200.0018749872963
2.6499999999999996E-6                             5.597075167943148E9+1.3992600466650927E7i         3.51674604584001E10+8.791810166129532E7i          0.0024999765628783027                             200.0018749873135
2.675E-6                                          20.076618205330487-8220.560513758954i             126.14511252558671-51651.30503683093i             -0.9999970177343894                               -0.5000014911372522
2.675E-6                                          791.2405077154767+6.472073796961243i              4971.510732523199+40.66523898804888i              0.008179380645992222                              61.129322822870805
2.675E-6                                          3.887139504918846E8+971778.8026597677i            2.4423617824263425E9+6105866.294700423i           0.0024999765629031413                             200.0018749853264
2.675E-6                                          3.9138837977920425E8+978464.834093329i            2.45916571722952E9+6147875.8691671165i            0.0024999765629098642                             200.00187498478851
2.675E-6                                          1.1504559393216264E9+2876121.8726582867i          7.228527854503133E9+1.8071206691944383E7i         0.002499976562881521                              200.00187498705606
2.675E-6                                          1.153022378998212E9+2882537.9317496945i           7.244653270570819E9+1.8111519980157513E7i         0.0024999765628815674                             200.00187498705233
2.675E-6                                          1.3571386422988636E9+3392825.400723599i           8.527153577097872E9+2.1317750707652207E7i         0.0024999765628803735                             200.00187498714783
2.675E-6                                          1.3719780861674726E9+3429923.778531006i           8.620392552779833E9+2.1550846690011907E7i         0.0024999765628798396                             200.00187498719055
2.675E-6                                          1.9789520101625102E9+4947349.104669884i           1.243412219386659E10+3.1085111203949895E7i        0.0024999765628795525                             200.0018749872135
2.675E-6                                          1.983005986844378E9+4957483.983031828i            1.2459594080589752E10+3.1148790522763714E7i       0.002499976562879484                              200.00187498721903
2.675E-6                                          2.200812386171203E9+5501996.57816479i             1.382811204864975E10+3.457006406007737E7i         0.002499976562878627                              200.00187498728755
2.675E-6                                          2.595017071313862E9+6487502.1316511035i           1.6304973134359457E10+4.076217807388646E7i        0.0024999765628789337                             200.00187498726302
2.675E-6                                          2.596162976550741E9+6490366.876839131i            1.6312173069307238E10+4.078017779876069E7i        0.0024999765628790777                             200.0018749872515
2.675E-6                                          2.6233236496654058E9+6558268.135246032i           1.6482828611554405E10+4.120681398792193E7i        0.0024999765628792433                             200.00187498723827
2.675E-6                                          2.6645117700636096E9+6661237.792684477i           1.6741621204470743E10+4.1853791426624484E7i       0.002499976562878957                              200.00187498726115
2.675E-6                                          2.810047316062535E9+7025074.383717628i            1.765604800876355E10+4.413984414961829E7i         0.002499976562879043                              200.0018749872543
2.675E-6                                          2.8162708445606723E9+7040633.107721005i           1.769515159158186E10+4.423760249567477E7i         0.002499976562878846                              200.00187498727004
2.675E-6                                          3.294736282984211E9+8236789.227850993i            2.0701438604277878E10+5.175327305476845E7i        0.002499976562878834                              200.001874987271
2.675E-6                                          3.3031935750828967E9+8257932.325954876i           2.0754577337730865E10+5.188611905812302E7i        0.002499976562879047                              200.00187498725398
2.675E-6                                          3.5357216325419245E9+8839248.836395018i           2.221559421186444E10+5.553863841534143E7i         0.002499976562878455                              200.00187498730133
2.675E-6                                          3.5384687110969133E9+8846116.489860859i           2.2232854615478813E10+5.558178915469281E7i        0.002499976562878719                              200.00187498728022
2.675E-6                                          3.633805230688696E9+9084456.299226966i            2.283187163461554E10+5.707932234301791E7i         0.002499976562879027                              200.00187498725555
2.675E-6                                          3.6382977325840755E9+9095687.483768493i           2.2860098856517067E10+5.7149889956711456E7i       0.002499976562878351                              200.00187498730966
2.675E-6                                          3.728479207988105E9+9321139.76321256i             2.342672577775544E10+5.8566448406384565E7i        0.002499976562878871                              200.00187498726805
2.675E-6                                          3.733422566372667E9+9333498.08193467i             2.3457785814525444E10+5.864409801300077E7i        0.002499976562878794                              200.0018749872742
2.675E-6                                          3.7369960302285132E9+9342431.685739812i           2.3480238550120235E10+5.87002295011694E7i         0.002499976562878847                              200.00187498726996
2.675E-6                                          3.7414804735781946E9+9353642.724044936i           2.3508415138685833E10+5.877067053232638E7i        0.0024999765628787056                             200.00187498728127
2.675E-6                                          3.781573645210541E9+9453875.02667682i             2.376032796560442E10+5.940044866352782E7i         0.0024999765628784367                             200.00187498730278
2.675E-6                                          3.7851375437614684E9+9462784.717369128i           2.3782720600615887E10+5.945642990117724E7i        0.0024999765628784918                             200.0018749872984
2.675E-6                                          3.934764742685692E9+9836850.376784097i            2.4722856018451004E10+6.180675375633382E7i        0.0024999765628785317                             200.0018749872952
2.675E-6                                          4.2776970735292125E9+1.069417584564263E7i         2.6877563400963863E10+6.71934885457366E7i         0.002499976562878621                              200.00187498728806
2.675E-6                                          4.2797782171412396E9+1.0699378672154939E7i        2.689063961192908E10+6.722617886883454E7i         0.0024999765628785516                             200.0018749872936
2.675E-6                                          4.399041997183039E9+1.0997536258785976E7i         2.7639996042366413E10+6.90995582363788E7i         0.0024999765628785043                             200.00187498729738
2.675E-6                                          4.4461975570137005E9+1.1115424421565792E7i        2.7936283163046253E10+6.984027140864733E7i        0.002499976562878407                              200.00187498730517
2.675E-6                                          4.452597441323236E9+1.113142403234299E7i          2.797649482210758E10+6.994079992800322E7i         0.002499976562878475                              200.00187498729974
2.675E-6                                          4.48398879955666E9+1.120990193744316E7i           2.8173732542932236E10+7.043389114826684E7i        0.0024999765628785755                             200.0018749872917
2.675E-6                                          4.511408876821951E9+1.1278451702173984E7i         2.834601796952724E10+7.086460202283417E7i         0.002499976562878785                              200.00187498727493
2.675E-6                                          4.573688630119755E9+1.1434150112308156E7i         2.8737333200382774E10+7.184288398574042E7i        0.002499976562878483                              200.0018749872991
2.675E-6                                          4.600054912937644E9+1.1500065407384763E7i         2.8902997441189075E10+7.225704199928416E7i        0.0024999765628784614                             200.00187498730082
2.675E-6                                          4.819175987257937E9+1.2047864669462698E7i         3.027977575585175E10+7.569896627405606E7i         0.0024999765628787064                             200.0018749872812
2.675E-6                                          4.8464752359518795E9+1.2116112364651037E7i        3.0451301994142567E10+7.612777918971232E7i        0.002499976562878481                              200.00187498729926
2.675E-6                                          4.88409900777443E9+1.2210171206343798E7i          3.0687699124458694E10+7.671876832184659E7i        0.0024999765628785763                             200.00187498729161
2.675E-6                                          4.89353166384515E9+1.2233752699136807E7i          3.074696625048992E10+7.686693521088499E7i         0.002499976562878498                              200.0018749872979
2.675E-6                                          5.246366302579732E9+1.3115833783001347E7i         3.296389166845106E10+8.240921411676371E7i         0.002499976562878569                              200.0018749872922
2.675E-6                                          5.251151704632752E9+1.3127797213361122E7i         3.299395923631955E10+8.248438256662372E7i         0.0024999765628782255                             200.0018749873197
2.675E-6                                          5.371290359639884E9+1.342814197373679E7i          3.3748812668284676E10+8.437150435210449E7i        0.0024999765628783894                             200.0018749873066
2.675E-6                                          5.373094333679001E9+1.3432651880648186E7i         3.376014737146179E10+8.439984093294692E7i         0.0024999765628784545                             200.0018749873014
2.675E-6                                          5.551846945385569E9+1.387953061694071E7i          3.4883283154956474E10+8.72076628429111E7i         0.0024999765628785876                             200.0018749872907
2.675E-6                                          5.55588812992316E9+1.3889633515388396E7i          3.490867466626666E10+8.727114122599751E7i         0.0024999765629229414                             200.00187498374234
2.675E-6                                          5.55589173708889E9+1.3889642533122426E7i          3.4908697330757385E10+8.727119788609147E7i        0.0024999765629006346                             200.0018749855269
2.6999999999999996E-6                             11.421372522256304-4211.829777826786i             71.76260001966546-26463.706976382724i             -0.9999963232628667                               -0.5000018383753259
2.6999999999999996E-6                             16.704342917657424-6447.43567104584i              104.95648198631451-40510.433077300775i            -0.9999966437633437                               -0.5000016781239603
2.6999999999999996E-6                             3.8260223712131566E8+956499.6147071316i           2.4039607547746906E9+6009864.3254507845i          0.002499976562849848                              200.00187498958994
2.6999999999999996E-6                             3.852337368733687E8+963078.3229692153i            2.420494955352637E9+6051199.56854333i             0.002499976562846463                              200.00187498986074
2.6999999999999996E-6                             1.1353953775197546E9+2838470.7034652783i          7.133899553871742E9+1.783463741887274E7i          0.002499976562875691                              200.00187498752246
2.6999999999999996E-6                             1.1379125142734385E9+2844763.5060193017i          7.14971519053865E9+1.7874176263421163E7i          0.002499976562875332                              200.0018749875512
2.6999999999999996E-6                             1.3448068658161418E9+3361996.1521932473i          8.449670740290212E9+2.1124044826254915E7i         0.002499976562876565                              200.00187498745254
2.6999999999999996E-6                             1.3595677286238637E9+3398898.078578427i           8.542415976604983E9+2.13559064679249E7i           0.002499976562877669                              200.0018749873642
2.6999999999999996E-6                             1.9558090659065769E9+4889492.105629641i           1.2288710786552835E10+3.0721584957662735E7i       0.0024999765628773195                             200.00187498739217
2.6999999999999996E-6                             1.9598231917954016E9+4899527.357631713i           1.2313932283358667E10+3.0784638305596E7i          0.002499976562877293                              200.0018749873943
2.6999999999999996E-6                             2.2007766933076134E9+5501907.346560503i           1.382788778377367E10+3.456950340137238E7i         0.0024999765628772614                             200.0018749873968
2.6999999999999996E-6                             2.5756762791085706E9+6439150.453330728i           1.6183451352945957E10+4.0458375519086406E7i       0.002499976562877677                              200.00187498736358
2.6999999999999996E-6                             2.576834188051885E9+6442045.207597488i            1.6190726709405643E10+4.04765637965632E7i         0.0024999765628778998                             200.00187498734576
2.6999999999999996E-6                             2.6162933986710396E9+6540692.617602455i           1.643865624180082E10+4.109638375369774E7i         0.002499976562877732                              200.00187498735917
2.6999999999999996E-6                             2.657423514479486E9+6643517.264473257i            1.6697084381131044E10+4.174245006413228E7i        0.002499976562877634                              200.00187498736702
2.6999999999999996E-6                             2.779472149701574E9+6948636.94554156i             1.7463938572719788E10+4.365957356115197E7i        0.0024999765628773703                             200.0018749873881
